,emotion,text
1225,hate,got such sore feet
1226,hate,FUCKSAKE i shouldn't smoke so much stuff.
1227,hate,So damn tired! Another long day trw!
1228,hate,"just woke up, I'm starving"
1229,hate,@Epiphora I will never forgive you for burying the erotica. You're snuffing out our love.
1230,hate,"Had to fix bike chain on the way to work...arrived a filthy, bloody mess   lovely weather though!"
1231,hate,"wants to move to QLD already, this cold weather is killing me"
1232,hate,stuck in huge traffic jam
1233,hate,hates typing on a mac. wishing that i'll be done my english essay soon.  sleeeepy
1234,hate,"bah, i h8 waking up"
1235,hate,"i hate working, especially when the weather is good"
1236,hate,Have you ever stepped on a slug by accident? I just did  I hate bugs
1237,hate,Shit week all fucking week  off to the gym now with the worst headache.
1238,hate,my eyes are streaming!! i HATE hayfever  it's so bad even my tablets aren't working!
1239,hate,@GGSerena boo you didnt answer my text
1240,hate,"my mind is racing ... b/c of 4 words he wrote.  I hate him, but I hate her most. ... and I can't keep from falling for him"
1241,hate,Bluedart takes a shipment all the way before figuring out &quot;No Deliver&quot; and then bring it back! Databases anyone?
1242,hate,"Just been bitten by SmoothStreaming, it doesn't seem to work for my client's linux users...fan-fricking-tastic"
1243,hate,? MADAYA KA CHRISTIAN. BLEH!!! I HATE U  http://plurk.com/p/wy2yg
1244,hate,I hate this bit
1245,hate,This place blows! My UberTwitter isn't functioning here! Had to switch to TB
1246,hate,Cars been dropped off for service and mot  getting the train home! Hate public transport!!
1247,hate,Hydro drive abandoned after three miles
1248,hate,hmz... second most popular page on this governmental site is the 404 page... fail
1249,hate,@upcomingpixar Too bad we're in Sweden where Up isn't up on the theaters  here until October
1250,hate,"@jojototh @abduzeedo firefox ok, but opera and IE - footer is not ok"
1251,hate,@berkscub no sorry twitter sucks balls since the replys change  #fixreplies
1252,hate,"Shit shit, i didn't mean to dall asleep again, it's 9am, I wanted to be out by 9.30. Don't know why I'm so tired,I wasn't late last night"
1253,hate,Okay I'm seriously bored. I have nothing to do. I can't go out cause it's raining.
1254,hate,Up earlier because of a stupid orthadontist appointment
1255,hate,"@Sihm and the &quot;fuck  &quot; was because I dont get my gift!   I was SO exited about it, and it was sooo awesome..."
1256,hate,it should be.. not a wink &gt;.&lt;
1257,hate,; keeps getting such delayed responses. why is my internet so messed up?!
1258,hate,is not paying ï¿½8 per hr for Internet access so may be limited to Twitter via txt
1259,hate,"I remember when Vanessa first stepped on to the scene. She would give it up to the paps!  Now shes 2 famous I guess. Use us, abuse us!"
1260,hate,Was woken up by my screamin lil nefuew
1261,hate,As predicted i feel lyk shit  gahh i hate bein ill!! At wrk tweet lata xx
1262,hate,I feel so useless
1263,hate,awhile ago it freaking hot! now it's wet  turn off!
1264,hate,@x_Beckiie_x omg are you going to see it?! another reason to not live in devon none of the f***in cinemas have the film im so annoyed
1265,hate,Aaaaaaaa!! I hate fucking winshit!!
1266,hate,"Think it may be time for a  lemsip soon, having a cold really sucks"
1267,hate,@alexlomas Bastard! I want to be at the beach in the sun
1268,hate,I bruised my toe worse than my I did my finger. It fuckin hurts right now even with ice on it
1269,hate,"@ShiGGaShay - I only get bubble tea during the cambodian new year - only once a year  &amp; when i do, i stand in line for over 10-15 min."
1270,hate,@Sarahies I will be ok when I have been to the drs again today and got my essay done  x howre you?? x
1271,hate,Geography papers are so boring!  I hate revision!
1272,hate,"urgh, my head is banging."
1273,hate,@robinlefeber Ojee! That sucks...
1274,hate,Oh fml its probs gunna be at shepards bush  i hate it there
1275,hate,Anyone got any remedies for neck pain? Haven't been able to turn my head properly without a bad twinge for a few days now
1276,hate,My record player has decided to die. Why on Friday night? Sad E  http://twitpic.com/667a4
1277,hate,I can't sleep ugh!! and I have shit to do all damn day tomorrow. Wanting to take a sleeping pill but I know Ill get up late
1278,hate,@maddieprior mother is hogging the TV
1279,hate,Hates headaches! Maybe I'm not ready to rock
1280,hate,@razzbingo britain is shit
1281,hate,@nicko236 It was an app that changed your wallpaper to one of several hundred at random intervals. It's hard to find good wallpapers.
1282,hate,"trying to get used to twitter, i have a cold"
1283,hate,preparing for my spanish.. BAAAAAAAAAAH
1284,hate,I am so damn hungry it's not even funny!
1285,hate,@cynimarie p.s. There is such thing as having too much sushi! Bleeeeah!
1286,hate,What a gorgeous day!! And I'm going to be stuck in a lab for the next 9 hours or so
1287,hate,i'm sick of waking up and feeling exhausted
1288,hate,hate this fucking cold. i can't stop sneezing. and claratyne only works for an hr or 2
1289,hate,in the mailbox already for 2 hours
1290,hate,@JeremyTheXIV i take it you're not a fan
1291,hate,@lordofleisure Will have to it's only across the water and all. Just damned expensive
1292,hate,i can't studyyyyyyyyyyyyyyyyyyyyyyyyy  i have an exam tom
1293,hate,i know i was wrong. maybe i shouldnt did all of those fuckin things like that
1294,hate,Hey now that I'm on a roll everybody in twitter-ville is sleeping  grrr I never WIN :/ http://myloc.me/1Y2J
1295,hate,"Sick, sick, sick. This sucks. i can't even breathe properly"
1296,hate,sick of having constant bad dreams  grr
1297,hate,@Jenniferlai7 What can you say about Jayk??I'm pretty pissed at pretty much everything right now
1298,hate,trying to draw some manga/anime for our new website ... very bad idea!   http://bit.ly/k6iOv
1299,hate,Aww.. I lost 3 followers.  FOLLOW ME !
1300,hate,don't want to go!!!
1301,hate,"@nixsight  yes indeed, makes it a bitch to try and design universally"
1302,hate,IS ANYONE AWAKE?!?!?!?! oh my god i am dying here. i want to go to SLEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEP. :[
1303,hate,"@gerald_d I can't view anything, Gerald. Not only am I banned, I can't even read the damn place."
1304,hate,I am NOT in the mood for a long car drive
1305,hate,http://bit.ly/147HEU  - don't judge me. tucking myself in tonight  mogwai on repeat
1306,hate,Getting very frustrated by people who don't know what they want... can't wait to go home tonight...
1307,hate,@tweetie Why do I have to enter my registration details every time I update?
1308,hate,@CheskieBear gosh! i hate it. my school will start in monday too.  and my classes will start 6.00 and end at 12.00 i'll never had a chance
1309,hate,"@lordlucan i had terrible trouble with 'sp' words as a child, would drop the 's' pider, pade etc, needed lessons. bad memories"
1310,hate,@GarethCliff Oh stop boasting already.  I've got a horrible piece o' crap cellphone.  *pulls a tongue*
1311,hate,hates having to be at work for six am
1312,hate,Fed up today        No-one's available for comment
1313,hate,@Tolman21 I was asleep until my brother woke me up asking me if I ate the rest of the frosted mini wheats. I can't go back to sleep.
1314,hate,@luketurcotte Not having Hulu in Germany sucks
1315,hate,I can't think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker's Why I Didn't Buy A Mac article.
1316,hate,"want to read twilight all day, not work at the stupid cher function"
1317,hate,"@EricMM76 What's sad is that I actually had to google that term. That sucks, tho."
1318,hate,not sure why I can't get tweetdeck to work on my computer. want to know what all of the hype is about
1319,hate,suffering benadryl hangover this morning and a killer headache.... ugh!
1320,hate,@gprado Awww I HATE that one!!
1321,hate,@KinanLW I live in the Philippines. &gt;.&lt; and honestly i wanna live somewhere with snow!!
1322,hate,"sorry paul scheuring, but prison break series finale sucked... in so many levels"
1323,hate,ugh damn! my usual babysitters graduation is on Wednesday and I just got a meeting request from my boss during her graduation
1324,hate,school is so pointlesss. seriously though. 7 days of school left and all we do is watch movies and make powerpoints. let me leaveeee
1325,hate,&quot;I'm giving up on you. I don't care how you mess up your life now.&quot;... :'(
1326,hate,"@cskly Kev, fuck off! I'm stuck in Westgate working"
1327,hate,My generation is too fucking apathetic to party down in the desert. 30+ knows how to have fun and my age group is generation myspace?
1328,hate,I never get invited to go anywhere
1329,hate,"Sighs, well I accidentally clicked back space on my mouse"
1330,hate,I hate packing
1331,hate,Seems like everyone I know is asking for computer help...   kill me now
1332,hate,When r these DAMN exams ever gone b over and done with?  i wanna b out in the sun
1333,hate,unemployment office sucks
1334,hate,Can I get some gd news for gods sake
1335,hate,I am doing Geography Revision on Earthquakes!  How Boring!!
1336,hate,What a burden. Abit of a fail lunch with Dan
1337,hate,"Right, fuck the whole Twitter silence experiment. The last four days have been murder with the inability to mouth off"
1338,hate,THE SUN IS SHINING&lt; THE SKY IS FACKING BLUE&lt; TELETUBBIES? I HAVE TO FUCKING WORK.
1339,hate,@Jimmers31 U so dirrrrrty... Why oh why did I pick the Hawks  I figured I needed a longshot and they were a better bet than CAR
1340,hate,"super late for work, and got an earful from the PSYCHOPATH. GRRRR! Day, please get better"
1341,hate,@jojeda I'm a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?
1342,hate,rt : @LiLi214 ughhhh got fuckin pulled over for talkin on my cell in a school zone  FUCK HIGHLAND PARK POLICE rude mofo
1343,hate,Im sure the 5 ppl who came in after me will be seen by a dentist before I will
1344,hate,"@dmolsen Gain an instant follower, just use the #tits tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag."
1345,hate,"Stuck in an office, red hot"
1346,hate,Really? 87 degrees as the high and I'm on my way to work?!?  hagg lake tomorrow is going to be especially bomb sauce!!
1347,hate,http://twitpic.com/66mw1 - My poor car
1348,hate,@chellemariee I have my 830 class  fuckin school! what time you work wed? if jade comes ima have to get her in antioch at amtrak.
1349,hate,@iskrin rubbish!
1350,hate,Some idiot just crashed into me on his bike.  Now my bike has a small dent in it and I have to buy a new set of pedals
1351,hate,Locked out of my fucking house!
1352,hate,Trying to recover photos after a problem between Windows and my XD card. Result: shots are all half visible  damn Microsoft...
1353,hate,i hate history coursework sooo much
1354,hate,"just got a haircut, NOT happy!"
1355,hate,"Tweetiful people, I am sick."
1356,hate,@VVbrown It just sucks that I'm stuck in an office  but I have you at Selfridges to look forward too.
1357,hate,@Andy_Hawk @andy_sims works sucks without being able to stream KWOD
1358,hate,i hate feeling like this about him  i need a break away from everyone... as soon as exams are over i'm defo off to portsmouth for a bit
1359,hate,"EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!"
1360,hate,Gahh ! This weather sucksss !
1361,hate,I really like how the weather widget on imac and iphone always predict different weather...not!
1362,hate,@ryanmtedder He is the truth! But what about Maxwell? You can't forget the future father of my children!
1363,hate,"urgh, i really hate that medicine"
1364,hate,feels so used I hate guys grrrr
1365,hate,@erinealberty that sucks!
1366,hate,@ZomberellaMcFox not a fan
1367,hate,Kyles going out of town this weekend  play time wif my fwiends. Rawrrr.
1368,hate,@principalspage Grrr. We don't finish until July 3rd.
1369,hate,"can't gauge the time of day in my office anymore... It's worse than a friggin' casino in here... no waitresses, smoking, or booze"
1370,hate,@chevale my internet is being a ***** again!!! wtf. i think im gonna sleep afterward. internet is driving me crazyyy!
1371,hate,"Back in Glasgow, stuck in traffic on the M8"
1372,hate,@BrittanyASnow omgsh i know  i'm dealing with that rite now. its no fun!
1373,hate,Getting ready for week  Its too nice today to be stuck inside working!
1374,hate,I hate going to the dr  just wasted 1 hour and a half for them to say my back pain is probly depression or stress. Duhh! I need it fixed
1375,hate,FML. . .i have the worst paper cut on my knuckle from all the papers i was handling. i hat this damn research paper!!!
1376,hate,i HATE U.S. history
1377,hate,"aahhh! nyc placements have started to come out, but it looks like upgrades have to wait yet another two weeks for placements! dreadfully"
1378,hate,lousy mofo landlord.   need to focus on kid's packing but cant . nevermind sew sleeping bag
1379,hate,Ugh! I can't access through my mobile web!
1380,hate,@lishreece She has her perfect moments. She just broke one of the tiles on the floor in the hallway. I don't find her very perfect now.
1381,hate,@yerex UGH I HATE QUEUEING
1382,hate,Weather sucks!!... It's raining again!!
1383,hate,hates this weather
1384,hate,FACT 1: iHate DirecTV OnDemand w/a passion that burns w/the white hot intensity of 1000 suns. FACT 2: iMiss Comcast. Like a lot
1385,hate,Yukky  Rainy Friday
1386,hate,I was awoken by loud banging and it continues all day  Good thing I got an early rest last night!
1387,hate,@TheColorAbi That sounds shitty too.
1388,hate,"@To_The_Moon Hiya hun! It's just not my day. Dentist appointment (ouch!),notebook being a bitch. Feeling sick  How's you?"
1389,hate,Infamous should have arrived today. But it didn't...
1390,hate,@davenavarro6767  it so sucks not having fast internet   dial up sucks everything takes to long to load no way i would have won
1391,hate,@Aubs my thoughts exactly re: leaving my 3 dogs. They al hate when they see the luggage come out
1392,hate,@db412 Amen to that! My vitamins made me so ill  I felt better before i started taking them!
1393,hate,@LAKEVIA @kingdobson dont listen..he do him..but I tried not taking a nap yesterday and I still was up til 1am and than I got up at 7am
1394,hate,i have no idea wtf im doing
1395,hate,i hate the biatches of this world
1396,hate,I hate when it's cloudy. I either want it to be all sunny or raining. It's cloudy
1397,hate,I have had it with job hunting. I try all day and nothing works  I bet I couldn't even work at the strip club because of my cider belly!
1398,hate,@LRon_Jaii :-S weirdo leave him alone
1399,hate,"ow, I just rolled over my toe with my desk chair."
1400,hate,@RoTone u suck! had i went to jail i couldnt tweet anymore
1401,hate,Got the sniffles   I SO don't want to get sick - I don't need this.
1402,hate,"Just got woken up by my mom... Our ENTIRE first floor is flooded. All our furniture, curtains, moms expensive rugs.... Soaked and ruined"
1403,hate,@mcpactions bugger didn't know that  shame people have to stick there nose in!
1404,hate,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken fag florist people ={ hmm..need something else...hmm...
1405,hate,@doug251192 not impressed....! it might go away if you complain too much!  x
1406,hate,i hate my new section this school year.. huhu..
1407,hate,Stupid kubuntu keeps on freezing on me. I thought linux never freezes
1408,hate,"@charlej47's going to Disney World, lucky bitch."
1409,hate,"TGIF I don't like 12 hour workdays  I need to stand up, run around 4 a while.... too much sitting!!! Plus, I have honest ade tea 2day! YAY"
1410,hate,@EddieMalone yeah sucks eh!
1411,hate,"@michelleflores Michelle, I slept for 11 hours last night. I'm still stick with this fever."
1412,hate,ive very picky about what i put in my mouth. i hate onions. they make me cry  )
1413,hate,in about half a hour i'm going to my english lesson...guess i'll have to wait...and wait for a couple hours so i'm over with it.(( :S   ))
1414,hate,This class is really long and I'm really getting hungry
1415,hate,GIVE A HATER A Hug ? Why would you do that? I don't like mwean people
1416,hate,@trvsbrkr it's not working here
1417,hate,Stupid MSN It wont let me onnnn
1418,hate,"so disappointed with human kind   &quot;What's wrong with the world?&quot;  I have five girls in the garden, innocently enjoying the good weather..."
1419,hate,Working  god I hate it haha
1420,hate,@sarahchambers19 Ooo you is back!  Good time? and argh! It hurtssssssssssssssssssssssssssssssssss!  Xx Hate headaches!
1421,hate,fuck you ipod for freezing when i need you most
1422,hate,@daisyamy me too i hate revision
1423,hate,@Cheapflights_uk  o2 - train from Bristol to London. It's terrible - and no wifi
1424,hate,@Katt53 no news on the kid. They can't find the parent!
1425,hate,stupid HIP!! I hate you!! And I can't even break in my new kicks!!!  GRRRR!
1426,hate,@RobbiedaKid no I was too slow  I hate getting the trailhead then not getting in.
1427,hate,just thought about how unfair 3 ppl have been 2 me n got depressed again  HATERS!!!
1428,hate,A thursday. Is that REALLY necessary @jonasbrothers ? Have u ever heard of school and horrible mums
1429,hate,"We waste way too much paper @ the office... for nothing worthy, that almost disgust me"
1430,hate,im tweeting... this is so hard... i dont get it...
1431,hate,@Cyhwuhx You look nothing like your Twitter avatar!
1432,hate,hate living down here in fl. missing GA like crazy...like they say you dont know what you got till its gone  GA on my mind
1433,hate,i have geographie next  and I HATE IT!!!!!!!
1434,hate,I hate that I am so stinkin tired everyday!  It's so hard to get up...I thought I was supposed to start getting energy back now.
1435,hate,fuck you tony
1436,hate,"Is waiting, yet again. please, just let this to be over"
1437,hate,Open office &quot;writer&quot; is weird. I need Word to open word documents correctly
1438,hate,Shower. Then back to bed. So sick still.
1439,hate,Weather sucks. APUSH filming has become a maybe  At least banquet is tonight
1440,hate,im grounded tonight  i hate stupid silent mode
1441,hate,Then back to fucking school
1442,hate,"@ThePaul it's a modded 360, so you can't send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft."
1443,hate,My new car is already giving me problems  That cant be a good sign.
1444,hate,@t0ns:  nou moe... stomme banken/crisis shit :S
1445,hate,@CapAtomyc That link isn't working for me for some reason
1446,hate,Just dropped my sistah off @ lax.    #fb
1447,hate,@huma_rashid reeeaaaally... why though??  ew i hate stockings
1448,hate,has not finished the bio mols mind map  stupid sheet hid sections from me on the back!
1449,hate,So booooored  I learned this though! ????????
1450,hate,Worst day ever. And its only noon.
1451,hate,i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!
1452,hate,"@thenk83 I've been waiting about the same time to get in, its whenever they feel like it..."
1453,hate,Son of a bitch...my media thing that streams music from home isn't working again  Why can't itunes play music from my iphone
1454,hate,@AnnieOleary its not a starfleet one  its not even a romulin one  its like the random one i dont remember ha. and you cant wear it! lame
1455,hate,@WhitPR lol... i've been in Bk for over a year... going on 2 and u haven't come yet!!!
1456,hate,"I told andrew that JT is going to cameo @ MTV movie awards. He said, &quot;he's pissing me off.&quot; guess they're in a fight"
1457,hate,"Frustrating when u r in the mood, but your partner is at work. Ugh!"
1458,hate,"@EllipticEye  ....what did she EVER do to piss them off?    I thought you just meant casting-related wank, not more of that crap."
1459,hate,Last Friday of Highschool...that's intense! One more test to go...economics. Ewww man!
1460,hate,Ugh i hate not having my car!! i miss you my little ford focus!!!
1461,hate,i'm getting ready for tonight (teachers dinner on the beach!) but it's raining and i hate this!
1462,hate,French isn't meant to be taught to asians
1463,hate,"Damn, need to replace MacBook display. CHF 670 for work and hardware - almost half of the MB price"
1464,hate,So I got the day off cuz I had hundreds of things to do....then I woke up with a f*ckin migrane...there goes my day in bed
1465,hate,@Natalie_McLife yeah that is the one thing i hate about tweetdeck
1466,hate,Just look @ this hellacious desk...good grief  http://short.to/cevd
1467,hate,I hate hiccups
1468,hate,hates putting in new contacts
1469,hate,English exam! Bleh i hate vocab
1470,hate,"Holy crap...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!"
1471,hate,@tylerakira - ughhh!!! have to go back there tonight
1472,hate,"Today i Know, My Life Is Empty...  Thats sad but real!!"
1473,hate,@brooketastic my keys were cracking and crap. I kind of miss my old phone already.
1474,hate,Too hot. Station isn't packed but train packed. No windows open on train. Roasted sardines.
1475,hate,"@socialcalamity Haha k we should stop here. If not, it's going to turn into a bitching section. Ohwell, my parents just came home"
1476,hate,"grr!  i hate being damn near forced to go places.  especially to sit on a bus for an entire day just to sit in a house in podunktown, va"
1477,hate,My TweetDeck is languishing in API Hell. Again.
1478,hate,@lelebaby21 @JazzyFiierce u guys are soo unfair smh...
1479,hate,"Oh god, a moth was living in a fucking power outlet!  (Actually, my PowerSquid.)"
1480,hate,@Hatz94 me too. I hate my computer so much..
1481,hate,so much for an amazing day...some pervert just ruined it
1482,hate,my feet are cold.....i hate when my feet get cold
1483,hate,"my zoids torrent crashed after 8 hours of downloading.  it was only 6% done at that time, because apparently i'm the only zoids fan ever."
1484,hate,"FreeSat's coverage (Sky dish) is really, really bad at the moment, blocks all over the place, really annoying!  http://bit.ly/191TpR"
1485,hate,projects suck
1486,hate,And my basketball is flat and there was a massive spider in my pavement chalks  Now the sun has gone in. FML.
1487,hate,"@ZomberellaMcFox if I do that, I'll have no pc"
1488,hate,having a reli gd holiday .. buh now have to revise  x
1489,hate,@Karmina13 what's up? what happened? DM me if you need to. TXT on my phone is defunk'd
1490,hate,"Hello!Im back andIm drunk,  and as much asI love my friends,I hate how they unintentionally make me feel inadequate.Ineedhelp"
1491,hate,Jealousy makes u into a different person ... I freakin hate being this way  gotta suck it up I guess
1492,hate,Had the hottest and stressiest day at work  f the area manager. So happy to be going home!
1493,hate,@Devotfeige man that sucks.
1494,hate,@danipoynterjudd  its awful. Xxxx
1495,hate,oh i hate friday evening.
1496,hate,"@KatieJaneWatson Oh, I forget things you see. Ahah. I hated that! It creeped me out."
1497,hate,@wilstobbart I'm still at work
1498,hate,@NikkiStixx @valentinamia omg you guys will know when I'm getting nasty!!  My head hurts
1499,hate,Waiting in a long line at chick-fil-a
1500,hate,I need a blankie  this trains an icebox
1501,hate,Came home after getting ratty in a shop with the staff and a blister on the foot. Meh
1502,hate,Flip flops are a menace! I've cut one of my feet  Ouchies.
1503,hate,@redhalo_pax That sucks.
1504,hate,Just here at work........just got out of a meeting with my staff.... I had to be the big bad boss today.
1505,hate,why the hell is it raining!! i hate the rain.
1506,hate,"@hyper_baffoon ooh if youre on the computer making your playlist come online pls, im bored now that ive blocked everyone again"
1507,hate,Twenty minutes on a fucking call you would think that the person would mention there is already a trouble ticket investigating the issue
1508,hate,"@frostedbetty Oh, I'm so sorry. I feel your pain. I can't kill them either, and I'm always the one that finds them. Why is that?"
1509,hate,ahh I hate being sick  Watching atonement! and sleeping
1510,hate,@beachnerbum I hate June gloom. I was getting so excited for the beach.
1511,hate,1 week before the palm pre comes out and my centro dies. I have a temp phone but my contacts aren't transfered yet. #sadpanda #fb
1512,hate,God I HATE scary movies. They are not fun at all. I'm such a wimpy.
1513,hate,"ebay should just die! after not using my account for 4 years, i cant unlock it. and their support is dead, aka: auto-hello-scripts"
1514,hate,@celticfish this is a travesty
1515,hate,6 freakin days!!  Just a thought...what would I have to look forward to after this?
1516,hate,"left school just now. my new dress broke, the strap ripped off"
1517,hate,Got the keys to my new flat - gorgeous weather for weekend - and i'm spending it &quot;PACKING&quot;
1518,hate,"I am up, and having to deal with another rainy day  What the hell happened to summer, its so freakin cold!"
1519,hate,Just got to work  Today is going to be another long ass day!
1520,hate,Walking to class. I hate not having a bike....especially mine.
1521,hate,@keirkafka I love it. Tell me it didn't match my shirt perfectly. Can you just not move PLEASE? What am I supposed to do without you?
1522,hate,I'm drawning in emails
1523,hate,"I had to postpone the photoshoot. Stupid Wisconsin weather. Why can't it be sunny? Working out, tanning, preschool grad night, then out!"
1524,hate,last night in cork  and come tomorrow i wont even remember it... double sad face  haha... in the words on lily allen.. NOT FAIR!
1525,hate,Grrr..stupid internet connection ruined a great scrabble game
1526,hate,Geez I'm hating bein at work till 10 on a day like this I feel like its a wasted lovley day
1527,hate,@bitterpurl I don't even look at their fabric unless I need polar fleece.   It's worth the extra $ to go to Needle and Thread.
1528,hate,"Today in the friendly game one asshole hit me in the knee. Now, I'm lying in bed with a heating cream (stinks) and ice. bore very much"
1529,hate,OMG The LG KC910 touchscreen fone is such a pile of shite!! Roll on new contract in 18 months
1530,hate,@JuiceOwens WHATS THE VIDEO?? I CANT WATCH IT!
1531,hate,is so gutted she can't get tickets for pink!
1532,hate,"is somewhat irritated by people coming up to me and asking if I'm so and so from TV, or that I look familiar. I thought I was original."
1533,hate,The trains turned into a microwave
1534,hate,"I'm really getting sick ugh Fuckin nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara &amp; Sami left"
1535,hate,This is slowly going to drive me crazy i hate leaky faucets they're frustrating! I'm ready for a nap but there's no naptime at work
1536,hate,Never before in the field of human conflict have so many hard drives died on me.   What a waste of a day.
1537,hate,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with
1538,hate,@MoneyMakinMatt shut up fool ....where you been at??? i dontlike the fact that you keep abandoning me
1539,hate,"@StaceyVPofWC i was sent home yest from work, when in again today but feel like hell and burning up with a high temp, got it off hubby"
1540,hate,Lost at bowling again  why do i suck
1541,hate,"So hot today =_=  don't like it and i hate my new timetable, having such a bad week"
1542,hate,http://twitpic.com/66xlm -  hate when my PARKED car gets hit
1543,hate,@teamincredible ALL white shoes make me cringe  . White shoes give me pause.
1544,hate,My mouth hurts from this stupid retainer!!
1545,hate,"Oh god, I want to blow up my tooth. It hurts."
1546,hate,Is UPS like the cable company and doesn't show up til the last possible moment? I'd like to take a nap before school gets out
1547,hate,"@CaronsBeachHs  Still dealing with quite a bit of pain, will jump off here soon to lay down,very frustrating  Thanks 4 asking"
1548,hate,@RobynHumes Can't  Bro on laptop &amp; Salm on comp! Me stuck with Wii :'( xx
1549,hate,is fed up of stupid bots adding me
1550,hate,Just finished reading Chuck Palahniuk's &quot;Pygmy&quot; and kind of hated it. I'm really disappointed; I had pretty high hopes for this one.
1551,hate,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO's $7 wifi is garbage.
1552,hate,On my way 2 work damn sinus headaches suck
1553,hate,Got tired of the kitchen being uninhabital so swept and mopped the floor when its dry I'll do the work tops
1554,hate,"Sitting in Mrs. Martins class, youtube is being stupid. and i REALLY want a popsicle!!! jealous of Sara"
1555,hate,@Mezzie1221 you are a slow answerer!
1556,hate,@cre8tn You and your Yuotube links.  DENIED at work.
1557,hate,#itsucks when everyone but the one i want to text me is texting me!
1558,hate,Youtube is made of fail right now. Or maybe it's just me that it hates.
1559,hate,@soniei argh. I don't like ebay. I got outbid at the last second
1560,hate,Not a bad back 43. Piss poor front tho. 90 still unbroken
1561,hate,Goddamnit! If we live in an age of constant communication why can't anyone return a text
1562,hate,"ï¿½anisalovesu me too. I am so so upset,especially because i fear i won't get a Jared hug tomorrow"
1563,hate,Uploading a 1Mo video with microb and on 3G Network in the train is really slow
1564,hate,sometimes i got tired dealing with my own dilemmas..
1565,hate,@orbitaldiamonds That drives me nuts.
1566,hate,Shit. My friend's in such a state and I don't know how to help him. Nothing I say seems to be helping and I wish I knew what to say
1567,hate,"@sierraphares oh! Yeah,your mom told be about that.  I thought you meant his twitter ID &amp; I was very confused. That sucks. Sick."
1568,hate,Ughh. That Miley creature song has infested itself in my brain!
1569,hate,I hate my life
1570,hate,hates these khaki pants! project to do todayy
1571,hate,Dear Allergies.. i hate you.. please go away...love always... your victim..
1572,hate,i JUST fucking cleaned the whole kitchen....and the asshole comes home &amp; is going to make a mess of it...my mom didn't even get to see it
1573,hate,John making me wear a mask and gloves at work cause I'm sick. Says he doesn't want to catch swine flu.  http://yfrog.com/02mxjj
1574,hate,hut myself in the face with a hammer earlier by accident  obviously it hurts.
1575,hate,"hates the everything about  seafood.. just so happened to serve lobster in the chow hall... noooowww, I gotta headache.. ugh! smh..."
1576,hate,ScREW MY PHONE. ITS BROKEN. DONT BOTHER TEXTING.
1577,hate,"I want to shoot Viva Hate... this is only the second time since I got my new camera I've had a chance, and the other was pitch black"
1578,hate,at f***** work  .... want somebody to come ???
1579,hate,"I don't like the heat, as global warming will eventually destroy the Earth, and the sun will inevitably eat up our planet,  grim"
1580,hate,Busy busy bee.....  I wish I didn't have 2 do laundry! Worst
1581,hate,"I hate: midgets! Smfh! Had a dream I was fightin 1 LN in Boston Market, turbull! He kept head bunting me"
1582,hate,@nick_carter  Ey boy!! I canï¿½t see the video because youtube says me :The vid is private. Why?  I want to see it. Besos grandes guapo!!
1583,hate,Ugh.. Fricken Internet is down. Can do like 0 work without it. I want back in college just for the connection
1584,hate,I really ain't woth a f*ck. I can't do anythin right.   What's wrong with me?
1585,hate,Sad making! Bought Guitar Hero Metallica for my hard working soldier and it is not reading disc!
1586,hate,"@thebookpolice actually, in Sweden the IKEA's do have rooms to stay the night. Not here though, I'll have to stay across the street."
1587,hate,Almost all are here now! Tomorrow at 8 we start! 291km's of mud  - http://mobypicture.com/?zx33t1
1588,hate,Hate I am going to miss the tweet up this weekend
1589,hate,Ready to kill myself  i hate history
1590,hate,"YESSS, FLASH IS BEING SHITTY TONIGHT!  It.........takes.................time...........to.........open...........a..........webpage......"
1591,hate,and this terrible cartoon that's supposed to be mexican.
1592,hate,@TinaBinaTooReal not funny he profiled my ass. Like wtf? I'm still kinda heated. Ugh
1593,hate,both electronic keys stopped working. there is no keyhole! cant get in my car. so much for technology
1594,hate,I hate crowds   http://tr.im/mONi
1595,hate,"It's the weekend, its sunny..... and I got another puncture!!!"
1596,hate,@followfrankie u feeling urself so much u cant say hi???  me no likey u
1597,hate,someone WOULD give a speech about loved ones in the hospital. Stupid COMM class
1598,hate,i don't know !!
1599,hate,I hate the dentist
1600,hate,@vamp411316 haha that sucks! actually mine is worse. mines ft math  eww
1601,hate,lif's unfair....luk wat it did to ma frend...i m so hating it
1602,hate,"@debbieseraphina not very effective for me  i am stuck! i either sit up, let it cramp or lie down and pay the consequence later. EEPS!"
